Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount,Timestamp,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,food_per_guest_ratio
Dairy Products,300,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,2024-10-31 15:40:24.489795840,2024,10,31,3,0,4,1.3333333333333333
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,25,2024-10-31 21:33:03.673469440,2024,10,31,3,0,4,1.25
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,2024-11-01 03:25:42.857142784,2024,11,1,4,0,4,1.25
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,2024-11-01 15:11:01.224489728,2024,11,1,4,0,4,1.25
Baked Goods,208,Birthday,282,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,22,2024-11-01 21:03:40.408163328,2024,11,1,4,0,4,1.3557692307692308
Dairy Products,300,Corporate,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,2024-11-02 02:56:19.591836672,2024,11,2,5,1,4,1.3333333333333333
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,2024-11-02 08:48:58.775510272,2024,11,2,5,1,4,1.25
Meat,320,Wedding,400,Refrigerated,Occasional,Winter,Buffet,Rural,High,30,2024-11-02 14:41:37.959183616,2024,11,2,5,1,4,1.25
Meat,300,Birthday,400,Refrigerated,Regular,Summer,Buffet,Suburban,High,40,2024-11-02 20:34:17.142857216,2024,11,2,5,1,4,1.3333333333333333
Meat,302,Wedding,371,Refrigerated,Regular,All Seasons,Buffet,Suburban,Low,27,2024-11-03 02:26:56.326530560,2024,11,3,6,1,4,1.228476821192053
Meat,250,Wedding,350,Refrigerated,Regular,Summer,Finger Food,Suburban,High,35,2024-11-03 08:19:35.510204160,2024,11,3,6,1,4,1.4
Fruits,320,Social Gathering,480,Refrigerated,Regular,Winter,Buffet,Rural,High,40,2024-11-03 14:12:14.693877504,2024,11,3,6,1,4,1.5
Meat,400,Birthday,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Low,25,2024-11-04 07:50:12.244898048,2024,11,4,0,0,4,1.25
Meat,320,Social Gathering,400,Room Temperature,Regular,Summer,Buffet,Rural,High,30,2024-11-04 13:42:51.428571392,2024,11,4,0,0,4,1.25
Vegetables,434,Wedding,495,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,36,2024-11-04 19:35:30.612244992,2024,11,4,0,0,4,1.140552995391705
Meat,300,Corporate,400,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,15,2024-11-05 01:28:09.795918336,2024,11,5,1,0,4,1.3333333333333333
Vegetables,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,45,2024-11-05 07:20:48.979591936,2024,11,5,1,0,4,1.25
Meat,300,Corporate,400,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,25,2024-11-05 13:13:28.163265280,2024,11,5,1,0,4,1.3333333333333333
Meat,300,Wedding,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25,2024-11-05 19:06:07.346938880,2024,11,5,1,0,4,1.3333333333333333
Fruits,412,Birthday,478,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,38,2024-11-06 00:58:46.530612224,2024,11,6,2,0,4,1.1601941747572815
Meat,300,Social Gathering,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,20,2024-11-06 12:44:04.897959168,2024,11,6,2,0,4,1.3333333333333333
Fruits,270,Birthday,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,2024-11-06 18:36:44.081632768,2024,11,6,2,0,4,1.4814814814814814
Baked Goods,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,45,2024-11-07 00:29:23.265306112,2024,11,7,3,0,4,1.25
Baked Goods,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,Low,25,2024-11-07 06:22:02.448979712,2024,11,7,3,0,4,1.25
Vegetables,300,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,2024-11-07 12:14:41.632653056,2024,11,7,3,0,4,1.3333333333333333
Dairy Products,380,Wedding,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,2024-11-07 18:07:20.816326656,2024,11,7,3,0,4,1.263157894736842
Dairy Products,320,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,35,2024-11-08 00:00:00.000000000,2024,11,8,4,0,4,1.25
Baked Goods,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,2024-11-08 05:52:39.183673344,2024,11,8,4,0,4,1.25
Vegetables,350,Social Gathering,450,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,20,2024-11-08 11:45:18.367346944,2024,11,8,4,0,4,1.2857142857142858
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Winter,Buffet,Suburban,Low,10,2024-11-08 17:37:57.551020288,2024,11,8,4,0,4,1.3636363636363635
Dairy Products,320,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,25,2024-11-08 23:30:36.734693888,2024,11,8,4,0,4,1.25
Baked Goods,350,Birthday,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,2024-11-09 05:23:15.918367232,2024,11,9,5,1,4,1.2857142857142858
Baked Goods,412,Corporate,478,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,38,2024-11-09 11:15:55.102040832,2024,11,9,5,1,4,1.1601941747572815
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,2024-11-09 17:08:34.285714176,2024,11,9,5,1,4,1.3636363636363635
Fruits,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,2024-11-09 23:01:13.469387776,2024,11,9,5,1,4,1.2857142857142858
Vegetables,320,Birthday,400,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,25,2024-11-10 04:53:52.653061120,2024,11,10,6,1,4,1.25
Vegetables,350,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-11-10 10:46:31.836734720,2024,11,10,6,1,4,1.2857142857142858
Vegetables,250,Wedding,350,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,25,2024-11-10 16:39:11.020408064,2024,11,10,6,1,4,1.4
Fruits,429,Social Gathering,496,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,42,2024-11-10 22:31:50.204081664,2024,11,10,6,1,4,1.156177156177156
Baked Goods,280,Wedding,354,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,23,2024-11-11 04:24:29.387755008,2024,11,11,0,0,4,1.2642857142857142
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,2024-11-11 16:09:47.755101952,2024,11,11,0,0,4,1.3333333333333333
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Summer,Finger Food,Suburban,High,40,2024-11-12 03:55:06.122448896,2024,11,12,1,0,4,1.25
Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,2024-11-12 09:47:45.306122496,2024,11,12,1,0,4,1.25
Dairy Products,300,Corporate,400,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,25,2024-11-12 15:40:24.489795840,2024,11,12,1,0,4,1.3333333333333333
Dairy Products,208,Birthday,282,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,22,2024-11-12 21:33:03.673469440,2024,11,12,1,0,4,1.3557692307692308
Dairy Products,220,Birthday,300,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,2024-11-13 09:18:22.040816384,2024,11,13,2,0,4,1.3636363636363635
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,2024-11-13 15:11:01.224489728,2024,11,13,2,0,4,1.3333333333333333
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,15,2024-11-13 21:03:40.408163328,2024,11,13,2,0,4,1.3333333333333333
Dairy Products,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,2024-11-14 02:56:19.591836672,2024,11,14,3,0,4,1.25
Baked Goods,208,Social Gathering,282,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,22,2024-11-14 08:48:58.775510272,2024,11,14,3,0,4,1.3557692307692308
Fruits,261,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,2024-11-14 14:41:37.959183616,2024,11,14,3,0,4,1.3409961685823755
Meat,320,Birthday,480,Refrigerated,Regular,Winter,Buffet,Suburban,High,40,2024-11-14 20:34:17.142857216,2024,11,14,3,0,4,1.5
Fruits,300,Wedding,400,Refrigerated,Regular,Winter,Buffet,Suburban,High,40,2024-11-15 02:26:56.326530560,2024,11,15,4,0,4,1.3333333333333333
Meat,220,Corporate,300,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,10,2024-11-15 14:12:14.693877504,2024,11,15,4,0,4,1.3636363636363635
Meat,275,Wedding,388,Refrigerated,Occasional,Winter,Finger Food,Rural,Low,16,2024-11-15 20:04:53.877551104,2024,11,15,4,0,4,1.410909090909091
Dairy Products,350,Social Gathering,450,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,2024-11-16 01:57:33.061224448,2024,11,16,5,1,4,1.2857142857142858
Dairy Products,300,Corporate,400,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-11-16 07:50:12.244898048,2024,11,16,5,1,4,1.3333333333333333
Dairy Products,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,2024-11-16 13:42:51.428571392,2024,11,16,5,1,4,1.25
Meat,300,Birthday,400,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,30,2024-11-16 19:35:30.612244992,2024,11,16,5,1,4,1.3333333333333333
Meat,320,Wedding,400,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,25,2024-11-17 01:28:09.795918336,2024,11,17,6,1,4,1.25
Meat,380,Corporate,480,Refrigerated,Regular,Summer,Buffet,Suburban,Moderate,30,2024-11-17 07:20:48.979591936,2024,11,17,6,1,4,1.263157894736842
Baked Goods,250,Wedding,350,Room Temperature,Regular,Winter,Buffet,Urban,Low,10,2024-11-17 13:13:28.163265280,2024,11,17,6,1,4,1.4
Vegetables,300,Wedding,400,Refrigerated,Regular,Winter,Buffet,Suburban,Low,20,2024-11-18 00:58:46.530612224,2024,11,18,0,0,4,1.3333333333333333
Meat,250,Wedding,350,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,20,2024-11-18 06:51:25.714285824,2024,11,18,0,0,4,1.4
Meat,320,Social Gathering,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,2024-11-18 12:44:04.897959168,2024,11,18,0,0,4,1.25
Meat,250,Corporate,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,20,2024-11-18 18:36:44.081632768,2024,11,18,0,0,4,1.4
Meat,350,Birthday,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,45,2024-11-19 00:29:23.265306112,2024,11,19,1,0,4,1.2857142857142858
Meat,380,Wedding,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,2024-11-19 06:22:02.448979712,2024,11,19,1,0,4,1.3157894736842106
Meat,400,Birthday,500,Refrigerated,Regular,All Seasons,Finger Food,Suburban,High,40,2024-11-19 12:14:41.632653056,2024,11,19,1,0,4,1.25
Fruits,350,Corporate,450,Room Temperature,Occasional,Winter,Finger Food,Rural,Low,20,2024-11-19 18:07:20.816326656,2024,11,19,1,0,4,1.2857142857142858
Vegetables,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,2024-11-20 00:00:00.000000000,2024,11,20,2,0,4,1.25
Fruits,350,Wedding,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,10,2024-11-20 05:52:39.183673344,2024,11,20,2,0,4,1.2857142857142858
Fruits,250,Wedding,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,2024-11-20 11:45:18.367346944,2024,11,20,2,0,4,1.4
Fruits,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,15,2024-11-20 17:37:57.551020288,2024,11,20,2,0,4,1.25
Fruits,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,50,2024-11-20 23:30:36.734693888,2024,11,20,2,0,4,1.25
Meat,300,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,2024-11-21 05:23:15.918367232,2024,11,21,3,0,4,1.3333333333333333
Baked Goods,220,Corporate,300,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,2024-11-21 11:15:55.102040832,2024,11,21,3,0,4,1.3636363636363635
Fruits,320,Social Gathering,480,Room Temperature,Regular,Winter,Buffet,Suburban,High,40,2024-11-21 17:08:34.285714176,2024,11,21,3,0,4,1.5
Fruits,380,Wedding,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,2024-11-22 10:46:31.836734720,2024,11,22,4,0,4,1.3157894736842106
Vegetables,320,Corporate,480,Room Temperature,Occasional,Winter,Buffet,Suburban,High,40,2024-11-22 16:39:11.020408064,2024,11,22,4,0,4,1.5
Fruits,280,Birthday,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,2024-11-23 04:24:29.387755008,2024,11,23,5,1,4,1.25
Baked Goods,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,25,2024-11-23 10:17:08.571428608,2024,11,23,5,1,4,1.25
Fruits,450,Social Gathering,500,Room Temperature,Regular,Winter,Finger Food,Rural,High,30,2024-11-23 16:09:47.755101952,2024,11,23,5,1,4,1.1111111111111112
Vegetables,220,Corporate,300,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15,2024-11-23 22:02:26.938775552,2024,11,23,5,1,4,1.3636363636363635
Fruits,261,Corporate,350,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,23,2024-11-24 03:55:06.122448896,2024,11,24,6,1,4,1.3409961685823755
Meat,320,Corporate,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,2024-11-24 09:47:45.306122496,2024,11,24,6,1,4,1.25
Dairy Products,250,Wedding,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,2024-11-24 15:40:24.489795840,2024,11,24,6,1,4,1.4
Dairy Products,320,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,2024-11-25 09:18:22.040816384,2024,11,25,0,0,4,1.25
Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,25,2024-11-25 15:11:01.224489728,2024,11,25,0,0,4,1.3333333333333333
Baked Goods,320,Wedding,400,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,35,2024-11-26 02:56:19.591836672,2024,11,26,1,0,4,1.25
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,2024-11-26 08:48:58.775510272,2024,11,26,1,0,4,1.25
Dairy Products,220,Birthday,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,2024-11-26 14:41:37.959183616,2024,11,26,1,0,4,1.3636363636363635
Dairy Products,310,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,35,2024-11-26 20:34:17.142857216,2024,11,26,1,0,4,1.1290322580645162
Fruits,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,50,2024-11-27 02:26:56.326530560,2024,11,27,2,0,4,1.25
Baked Goods,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,20,2024-11-27 14:12:14.693877504,2024,11,27,2,0,4,1.4
Baked Goods,397,Social Gathering,482,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,31,2024-11-27 20:04:53.877551104,2024,11,27,2,0,4,1.2141057934508817
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,2024-11-28 01:57:33.061224448,2024,11,28,3,0,4,1.3333333333333333
Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,20,2024-11-28 07:50:12.244898048,2024,11,28,3,0,4,1.4
Meat,320,Social Gathering,480,Room Temperature,Regular,Winter,Buffet,Rural,High,40,2024-11-28 13:42:51.428571392,2024,11,28,3,0,4,1.5
Vegetables,280,Wedding,350,Refrigerated,Occasional,Winter,Finger Food,Rural,Low,20,2024-11-28 19:35:30.612244992,2024,11,28,3,0,4,1.25
Meat,320,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,2024-11-29 01:28:09.795918336,2024,11,29,4,0,4,1.25
Dairy Products,438,Wedding,493,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,35,2024-11-29 07:20:48.979591936,2024,11,29,4,0,4,1.1255707762557077
Vegetables,412,Social Gathering,478,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,38,2024-11-29 13:13:28.163265280,2024,11,29,4,0,4,1.1601941747572815
Dairy Products,300,Wedding,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,2024-11-29 19:06:07.346938880,2024,11,29,4,0,4,1.3333333333333333
Dairy Products,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,2024-11-30 00:58:46.530612224,2024,11,30,5,1,4,1.25
Dairy Products,350,Social Gathering,450,Room Temperature,Regular,Winter,Finger Food,Suburban,High,30,2024-11-30 06:51:25.714285824,2024,11,30,5,1,4,1.2857142857142858
Meat,280,Corporate,350,Refrigerated,Regular,Summer,Finger Food,Urban,Low,20,2024-11-30 12:44:04.897959168,2024,11,30,5,1,4,1.25
Fruits,320,Birthday,400,Room Temperature,Regular,Summer,Buffet,Rural,High,30,2024-11-30 18:36:44.081632768,2024,11,30,5,1,4,1.25
Baked Goods,367,Birthday,420,Room Temperature,Regular,Winter,Buffet,Urban,Low,40,2024-12-01 00:29:23.265306112,2024,12,1,6,1,4,1.1444141689373297
Vegetables,220,Wedding,300,Refrigerated,Occasional,Summer,Buffet,Suburban,Low,10,2024-12-01 06:22:02.448979712,2024,12,1,6,1,4,1.3636363636363635
Baked Goods,250,Corporate,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,2024-12-01 12:14:41.632653056,2024,12,1,6,1,4,1.4
Dairy Products,320,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,2024-12-01 18:07:20.816326656,2024,12,1,6,1,4,1.25
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,20,2024-12-02 00:00:00.000000000,2024,12,2,0,0,4,1.2857142857142858
Baked Goods,320,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,2024-12-02 05:52:39.183673344,2024,12,2,0,0,4,1.25
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,2024-12-02 11:45:18.367346944,2024,12,2,0,0,4,1.25
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,2024-12-02 17:37:57.551020288,2024,12,2,0,0,4,1.3636363636363635
Dairy Products,310,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,2024-12-02 23:30:36.734693888,2024,12,2,0,0,4,1.1290322580645162
Baked Goods,342,Social Gathering,405,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,29,2024-12-03 05:23:15.918367232,2024,12,3,1,0,4,1.1842105263157894
Dairy Products,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,20,2024-12-03 11:15:55.102040832,2024,12,3,1,0,4,1.2857142857142858
Meat,400,Wedding,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,40,2024-12-03 17:08:34.285714176,2024,12,3,1,0,4,1.25
Vegetables,302,Birthday,371,Refrigerated,Regular,All Seasons,Buffet,Suburban,Low,27,2024-12-03 23:01:13.469387776,2024,12,3,1,0,4,1.228476821192053
Fruits,400,Wedding,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,40,2024-12-04 04:53:52.653061120,2024,12,4,2,0,4,1.25
Meat,208,Wedding,282,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,Moderate,22,2024-12-04 22:31:50.204081664,2024,12,4,2,0,4,1.3557692307692308
Meat,320,Wedding,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,25,2024-12-05 04:24:29.387755008,2024,12,5,3,0,4,1.25
Meat,220,Wedding,300,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,15,2024-12-05 22:02:26.938775552,2024,12,5,3,0,4,1.3636363636363635
Meat,350,Wedding,450,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,35,2024-12-06 03:55:06.122448896,2024,12,6,4,0,4,1.2857142857142858
Vegetables,220,Wedding,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,15,2024-12-06 09:47:45.306122496,2024,12,6,4,0,4,1.3636363636363635
Meat,380,Corporate,480,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Moderate,30,2024-12-06 15:40:24.489795840,2024,12,6,4,0,4,1.263157894736842
Baked Goods,320,Birthday,400,Room Temperature,Regular,Summer,Buffet,Rural,Moderate,25,2024-12-06 21:33:03.673469440,2024,12,6,4,0,4,1.25
Fruits,350,Corporate,450,Room Temperature,Regular,Winter,Finger Food,Suburban,High,30,2024-12-07 03:25:42.857142784,2024,12,7,5,1,4,1.2857142857142858
Vegetables,350,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,2024-12-07 09:18:22.040816384,2024,12,7,5,1,4,1.2857142857142858
Fruits,280,Birthday,350,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,20,2024-12-07 15:11:01.224489728,2024,12,7,5,1,4,1.25
Meat,400,Corporate,500,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,High,40,2024-12-07 21:03:40.408163328,2024,12,7,5,1,4,1.25
Fruits,320,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,25,2024-12-08 02:56:19.591836672,2024,12,8,6,1,4,1.25
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Finger Food,Rural,High,40,2024-12-08 08:48:58.775510272,2024,12,8,6,1,4,1.25
Fruits,280,Corporate,350,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Low,25,2024-12-08 14:41:37.959183616,2024,12,8,6,1,4,1.25
Fruits,320,Wedding,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,2024-12-08 20:34:17.142857216,2024,12,8,6,1,4,1.25
Vegetables,320,Social Gathering,400,Refrigerated,Occasional,Winter,Buffet,Rural,High,30,2024-12-09 02:26:56.326530560,2024,12,9,0,0,4,1.25
Fruits,350,Birthday,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,2024-12-09 08:19:35.510204160,2024,12,9,0,0,4,1.2857142857142858
Baked Goods,400,Wedding,500,Room Temperature,Occasional,Winter,Finger Food,Urban,High,40,2024-12-09 14:12:14.693877504,2024,12,9,0,0,4,1.25
Fruits,350,Birthday,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,2024-12-09 20:04:53.877551104,2024,12,9,0,0,4,1.2857142857142858
Meat,350,Corporate,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,30,2024-12-10 01:57:33.061224448,2024,12,10,1,0,4,1.2857142857142858
Baked Goods,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,2024-12-10 07:50:12.244898048,2024,12,10,1,0,4,1.3333333333333333
Meat,350,Wedding,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,2024-12-10 13:42:51.428571392,2024,12,10,1,0,4,1.2857142857142858
Vegetables,400,Wedding,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,40,2024-12-10 19:35:30.612244992,2024,12,10,1,0,4,1.25
Vegetables,280,Birthday,350,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,20,2024-12-11 01:28:09.795918336,2024,12,11,2,0,4,1.25
Vegetables,220,Social Gathering,300,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,15,2024-12-11 07:20:48.979591936,2024,12,11,2,0,4,1.3636363636363635
Baked Goods,350,Corporate,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,2024-12-11 13:13:28.163265280,2024,12,11,2,0,4,1.2857142857142858
Fruits,380,Social Gathering,480,Refrigerated,Regular,Summer,Buffet,Suburban,Moderate,30,2024-12-11 19:06:07.346938880,2024,12,11,2,0,4,1.263157894736842
Fruits,300,Social Gathering,400,Room Temperature,Regular,Winter,Buffet,Suburban,High,30,2024-12-12 00:58:46.530612224,2024,12,12,3,0,4,1.3333333333333333
Fruits,250,Wedding,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20,2024-12-12 12:44:04.897959168,2024,12,12,3,0,4,1.4
Vegetables,400,Wedding,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,2024-12-12 18:36:44.081632768,2024,12,12,3,0,4,1.25
Baked Goods,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,2024-12-13 00:29:23.265306112,2024,12,13,4,0,4,1.2857142857142858
Fruits,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,2024-12-13 06:22:02.448979712,2024,12,13,4,0,4,1.25
Meat,280,Social Gathering,350,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,20,2024-12-13 12:14:41.632653056,2024,12,13,4,0,4,1.25
Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,45,2024-12-13 18:07:20.816326656,2024,12,13,4,0,4,1.2857142857142858
Fruits,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,2024-12-14 05:52:39.183673344,2024,12,14,5,1,4,1.25
Baked Goods,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,2024-12-14 11:45:18.367346944,2024,12,14,5,1,4,1.3636363636363635
Dairy Products,438,Wedding,493,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Moderate,35,2024-12-14 23:30:36.734693888,2024,12,14,5,1,4,1.1255707762557077
Vegetables,300,Social Gathering,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,2024-12-15 05:23:15.918367232,2024,12,15,6,1,4,1.3333333333333333
Dairy Products,300,Corporate,400,Room Temperature,Occasional,All Seasons,Buffet,Suburban,High,30,2024-12-15 11:15:55.102040832,2024,12,15,6,1,4,1.3333333333333333
Fruits,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Low,25,2024-12-15 17:08:34.285714176,2024,12,15,6,1,4,1.25
